signature,n,elements
ainorr,2,orinar|inorar
eeoprs,4,poseer|perseo|orespe|repeso
aabchorr,2,abrochar|borracha
aajrr,2,jarra|rajar
aaeelnrtt,3,alterante|tentalear|relatante
aaabcllr,2,caballar|bacallar
amorr,3,morar|marro|morra
accdeinoor,2,cancroideo|reconocida
adeoprrstu,2,estrupador|estuprador
abeort,3,tobera|batero|rebato
aaert,3,reata|atear|tarea
aginostu,2,santiguo|agustino
aiinrv,2,virina|inviar
aadloprsu,2,pulsadora|sopladura
acillor,3,criolla|llorica|carillo
aenrtu,5,neutra|tunera|ruante|tunear|rutena
aadeefinrr,2,refinadera|enfriadera
aamnorz,3,moranza|romanza|mazonar
alnoquí,2,aloquín|quínola
aacimnotxó,2,toxicómana|taxonómica
ceimnoo,3,encomio|meconio|mioceno
aadgllor,2,gallardo|llagador
acimoosttí,2,cistotomía|atomístico
emnoorsu,2,erumnoso|numeroso
aadeenstt,2,entestada|desatenta
ciloru,2,licuor|ocluir
aeilmnors,2,limosnear|limosnera
aacdelnor,3,encalador|colandera|ancladero
acops,2,pasco|posca
abddeios,2,obesidad|desabido
aagimr,3,magiar|amigar|miagar
aaemppr,3,pampera|pampear|empapar
aaadgnrr,2,agrandar|garandar
aaaabccehlmr,2,cambalachear|cambalachera
acorrt,2,cortar|trocar
aceelsu,2,secuela|escuela
abemnor,2,embonar|manobre
aceinrst,3,incestar|cisterna|senticar
abdlo,2,dobla|baldo
aabdoorr,4,arborado|robadora|obradora|arrobado
admoorr,2,modorra|morador
aacdehint,2,antedicha|hacendita
einortt,2,tintero|retinto
aaadglpru,2,pulgarada|gualdrapa
adorí,3,roída|radío|raído
acciló,2,cólica|calicó
aaagmrr,4,garrama|gamarra|agramar|amargar
aadeelrv,2,levadera|valedera
anu,2,aun|una
acdeioprrs,2,escarpidor|esparcidor
aaabdelnrr,2,labrandera|enalbardar
aadenpr,3,pernada|pandera|pandear
aaceinst,3,cineasta|casineta|estancia
aaejn,2,ajena|aneja
aalv,2,lava|aval
aacjrtu,2,jactura|cartuja
alos,3,sola|laso|losa
aadgoprru,2,purgadora|agrupador
aeeirrt,2,eritrea|atierre
aadjloo,2,alojado|ojalado
aalmnu,3,alumna|manual|almuna
acdilru,2,adulcir|cuadril
aabdeilmr,2,maridable|admirable
agimr,2,migar|grima
aeorrtí,2,rotería|torería
aaceghju,2,guachaje|gauchaje
aabjors,2,sobraja|sobajar
aalprr,2,parral|parlar
aallmr,2,mallar|llamar
abdoorr,3,robador|obrador|borrado
abeeintt,2,tabinete|batiente
elmor,3,merlo|moler|morel
aacemorr,2,amarreco|camarero
aaacdillno,2,alcaladino|acanillado
aeloprt,2,platero|peralto
aaenr,2,arena|anear
aeinortz,2,tizonear|tizonera
aaadeprsñ,2,desapañar|espadañar
loí,2,oíl|lío
ccdhnoou,2,conchudo|conducho
aacilort,2,acolitar|lactario
acdeorst,4,crestado|sectador|descotar|destocar
aadistu,2,usitada|situada
aimrr,3,mirra|rimar|mirar
aegillopr,2,perigallo|pelilargo
ceinnoqu,2,quinceno|cinqueno
aabenostt,2,bastanteo|bastetano
aabgioru,2,guabairo|guairabo
aaabdirtu,2,abitadura|abatidura
aemnoortñ,2,montañero|montoreña
acimnorstu,2,conmistura|manuscrito
aaccdeinor,2,cancroidea|acecinador
aact,3,taca|cata|acta
cehot,4,toche|chote|hecto|techo
eenopprrsu,2,superponer|presuponer
adiorss,2,sisardo|sisador
aelmort,2,tolmera|martelo
addimor,2,mordida|dormida
aaddeirv,2,variedad|derivada
aacemort,4,camotera|camotear|camareto|camarote
aaejlmor,2,moraleja|amojelar
adeinors,2,endiosar|dinerosa
aabelr,5,balear|albear|albera|arable|alarbe
aegilllor,3,ligallero|regalillo|golillera
acceeiimnort,2,carecimiento|acrecimiento
aemnorst,2,entramos|enmostar
aaejrrt,5,tarjera|terraja|jarreta|retajar|trajear
aegorsu,3,raguseo|rasgueo|soguear
adnor,5,nardo|ronda|donar|dorna|ondra
abcemors,2,emboscar|escombra
eeilmnot,2,moliente|molinete
aaccdenor,2,concreada|cancerado
aacdhoprru,3,chaparrudo|pachorruda|chapurrado
aadilmnr,2,mandilar|mandrial
aeinrrt,4,retinar|terrina|entirar|tirrena
ceos,2,seco|ceso
ainop,2,piano|piona
adinoru,2,oriunda|unidora
aacln,3,ancla|nalca|canal
aceeerrrt,2,tercerear|aterrecer
aacegiinnrst,2,transigencia|astringencia
aadilmtu,2,ultimada|mutilada
aacdorst,4,costrada|castrado|trascoda|tascador
acimors,4,marisco|comisar|morisca|sicamor
aafglorr,2,garrofal|galfarro
aaabdgr,2,gabarda|bragada
achlnó,2,halcón|chalón
achos,2,hosca|sacho
achjoor,2,jarocho|horcajo
aceinopt,3,potencia|peticano|copiante
aaerrsv,2,aversar|esvarar
aachlpu,2,chulapa|chalupa
aaddeenorrr,2,arredondear|arrendadero
aaceiprs,2,escarpia|espaciar
aacdilor,2,adocilar|caldario
aaeglnor,2,galonear|regalona
aaceeimnnnt,2,mantenencia|caninamente
elopp,2,popel|peplo
ademr,2,medra|madre
acnzó,2,cazón|azcón
aaddoopr,2,apodador|podadora
achntó,2,chatón|tachón
deeimorz,2,rediezmo|diezmero
aadlnu,2,lunada|lanuda
aclorv,2,volcar|corval
aeorrs,3,rosear|rasero|rosera
aacfinoró,2,anafórico|faraónico
aaacdost,2,acostada|atascado
cdeenos,2,decenso|desonce
acddiorsu,2,sacudidor|oscuridad
aelnp,3,penal|panel|plena
aaacds,2,casada|sacada
aorstu,2,austro|sautor
inooorstt,2,tortosino|tronitoso
aacll,2,calla|llaca
aagilnos,2,gasolina|galianos
aeimnrt,3,mirante|mentira|mientra
acilnort,2,cortinal|cilantro
aaet,2,atea|aeta
acdeiijlpru,2,prejudicial|perjudicial
eioqtu,2,quieto|tequio
aaabcr,4,baraca|abarca|acabar|caraba
adimos,3,amidos|simado|diosma
cehiopt,2,pitoche|chipote
anot,3,tona|nota|nato
aabejnor,2,jabonera|bejarano
aaclmr,2,clamar|calmar
abilorz,2,librazo|robliza
adelnor,2,rodenal|enlodar
abenort,2,bretona|obrante
finortu,2,infurto|triunfo
acorz,3,croza|corza|zarco
aabcelnor,3,bancalero|barcelona|balancero
accdeii,2,cedicia|cecidia
aimort,2,atomir|ramito
abdeelnopr,2,ponderable|perdonable
acdeloorr,2,corleador|decolorar
aeinnrv,2,envinar|nervina
aijlov,2,jovial|ojival
aaeenrrs,2,aserenar|seranear
aaceillrrt,2,carretilla|cartillera
imorst,2,trismo|mortis
ablo,4,albo|blao|loba|bola
aceimnor,3,encomiar|cominear|caminero
aadlort,3,taladro|talador|aldorta
acinrsstá,2,sánscrita|sacristán
einoorrtt,2,interroto|tintorero
aabcrí,2,acíbar|cabría
aaepruñ,2,apuñear|apureña
acdiilnoor,2,ladronicio|ladrocinio
aacempr,3,empacar|campera|campear
aadenoprst,2,espantador|destaponar
acdeimnoo,2,demoniaco|macedonio
aachrru,2,hurraca|achurar
aciotz,2,zatico|cotiza
ers,2,ser|res
aeoqrtu,3,toquera|traqueo|roqueta
aabilz,2,baliza|zabila
aacluñ,2,caluña|alcuña
aabort,3,atobar|barato|tabora
aaacprr,2,caparra|aparcar
aacinrz,3,crianza|czarina|carniza
aacdorsu,3,asurcado|acusador|causador
adeefnrs,2,defensar|fresneda
aimnost,2,monista|mansito
acdeiprrs,2,discrepar|desparcir
aaaeinorttt,2,atentatoria|tataranieto
aaejqru,2,aquejar|jaquear
aaabdeglr,2,agradable|albergada
aaadgopr,2,apagador|pagadora
ceino,2,cieno|necio
ailllop,2,palillo|polilla
eost,6,teso|seto|tose|esto|sote|oste
adiimnootv,2,inmotivado|dominativo
adlot,2,tolda|dotal
aeemnprt,2,emprenta|empentar
aacdemnos,2,damasceno|escamonda
cehno,2,noche|cohen
noot,2,tono|noto
aaeilmnt,3,metalina|lemanita|melanita
aaarrtz,3,tarazar|atrazar|tarraza
aaennortt,2,atronante|antenotar
adlotu,2,lutado|adulto
cdeeorr,2,creedor|cedrero
aenoprrt,2,prenotar|pernotar
aadeenst,2,entesada|setenada
ailsv,2,visal|silva
abdeors,3,desabor|sabedor|esbardo
eeinrtt,2,retinte|triente
aacddelor,2,declarado|cordelada
aaginv,3,vagina|gavina|ignava
aaglot,2,galota|tagalo
aabcdemoru,2,embaucador|embocadura
abinort,2,britano|tiborna
acdeimtó,2,demótica|metódica
aclot,3,tlaco|talco|clota
aaeglopr,2,galopear|galapero
ainortu,2,taurino|turanio
aacdlno,2,calnado|candalo
adeoprñ,2,preñado|pradeño
aginot,3,gitano|antigo|ignota
aopy,2,payo|poya
adimnoo,2,monodia|domanio
aceenrrt,2,recentar|encertar
acdeinst,2,descinta|discante
aaacdlnor,2,alcandora|canalador
eilmnoor,3,remolino|molinero|limonero
aabdelmors,2,embaldosar|desamoblar
eorrt,3,torre|retor|retro
achir,3,archi|chiar|chira
aacmsu,2,amusca|sumaca
aacchmo,2,cochama|chamaco
aaejoprr,2,pajarero|jaropear
aemqu,2,maque|quema
ilmo,2,limo|milo
aest,3,seta|tesa|esta
aadiprt,2,partida|tripada
ainnos,2,asnino|insano
adooprt,3,potador|topador|portado
aoññ,2,ñaño|ñoña
adelopí,2,alípedo|lapídeo
aaenp,4,peana|napea|apena|apnea
aceeinnrvó,2,veneración|enervación
aelmopz,2,emplazo|pelmazo
aaabilrz,2,abalizar|albariza
cdoru,2,curdo|crudo
aabceirt,2,bacteria|recabita
beelloort,2,botellero|bellotero
aeegnrst,2,sargente|sergenta
adeiprrt,2,departir|trepidar
achop,2,pocha|chopa
aejopt,2,potaje|pajote
acdeinnot,3,contenida|encintado|contienda
aacilmrr,2,lacrimar|malcriar
adeinv,2,devina|venida
aeglmrsuu,2,gulusmear|gulusmera
adeelopr,2,peladero|peleador
aalrz,2,alzar|lazar
aajoprr,2,jarropa|jaropar
aeloprs,2,leprosa|relapso
aegorrs,3,agresor|grosera|grasero
acdeilprs,3,displacer|pedriscal|clepsidra
aannopt,2,pantano|pontana
aaceillnr,2,canillera|carillena
aaademnr,2,manadera|enramada
acefiinnor,2,financiero|enficionar
aeemn,2,enema|nemea
aaacdnorr,2,carronada|arrancado
aadegn,2,agenda|negada
ciilo,2,cilio|licio
aacintu,2,cutiana|incauta
ailos,4,salio|asilo|liosa|aliso
adelmo,3,olmeda|melado|dolame
aaanrtt,2,tartana|taranta
aaadenst,2,enastada|asentada
cortu,3,turco|truco|curto
aemrr,3,merar|ermar|remar
aadest,2,estada|detasa
aacdeeloprsu,2,escopleadura|especuladora
acip,2,capi|pica
aaderrsv,2,adversar|desvarar
aeinrr,2,enriar|reinar
accel,3,cecal|cacle|calce
aioprt,2,patrio|pitora
acdeiopr,3,parecido|picadero|preciado
aadilnr,2,irlanda|alindar
agiru,2,iguar|guiar
aceejn,2,encaje|ceneja
aallmru,3,maullar|muralla|ramulla
aaddeprv,2,parvedad|pravedad
aaelrst,2,saltera|saltear
aaeglruz,2,largueza|alarguez
aaeimnrr,3,reanimar|marinear|marinera
aaerrr,2,rearar|arrear
aacor,3,aroca|carao|aocar
adeeijrv,2,vedijera|revejida
aajorrr,2,arrojar|ajorrar
aelpp,2,papel|plepa
aegrv,2,verga|grave
aabdgor,2,grabado|bragado
ailmnor,4,limonar|molinar|inmoral|inmolar
aglor,3,logar|largo|garlo
aacprt,2,captar|pactar
efilorsu,3,fusilero|frisuelo|refusilo
agjnoru,2,grajuno|granujo
aegjor,2,gajero|regajo
aaacpr,3,apacar|carapa|paraca
aerrsuu,2,usurear|usurera
amop,2,ampo|poma
aaacdir,2,cariada|arcadia
cdeirru,2,reducir|recudir
aacitt,2,tacita|catita
aafijr,3,afijar|jirafa|jarifa
aademoprst,2,empastador|estampador
aaaprrr,2,arrapar|aparrar
aaorrt,3,atorar|arrota|atorra
chloo,3,cohol|cholo|holco
aaccdeimnró,2,demarcación|demacración
abeilmnsu,2,insumable|bimensual
aadnr,3,nadar|randa|andar
aacelmr,2,caramel|camelar
bmoor,3,rombo|bromo|morbo
aceiprr,2,preciar|repicar
aaaceimnott,2,atacamiento|acatamiento
alntó,2,latón|talón
acchior,2,ricacho|hocicar
eelot,3,eleto|elote|leteo
adglnoó,2,algodón|góndola
aabegjlr,2,jalbegar|jabelgar
aaddelmos,2,desalmado|desmolada
eginort,2,negrito|genitor
alnop,3,panol|nopal|plano
aiopstó,2,opósita|apósito
aadelop,2,paladeo|apelado
acceeelrs,2,calecerse|escalecer
acnos,2,sanco|canso
aacchr,3,chacra|cachar|charca
cdeeimor,2,merecido|mediocre
aagnrz,2,gaznar|granza
diilru,2,diluir|iludir
aaaccdhoru,2,acucharado|achocadura
aabclmoor,2,carambolo|rocambola
aails,2,salia|alias
aceginor,2,greciano|negociar
aacejorr,2,jacarero|arrejaco
aceeinpt,2,pecienta|paciente
aemr,2,mear|mera
aaaceqrrrsu,2,carrasquera|carrasquear
aacmorsí,2,arcaísmo|caraísmo
aaaddelmosz,2,desmazalado|desmalazado
aaabdgrru,2,bragadura|grabadura
aacv,2,vaca|cava
aadeglopru,3,guardapelo|golpeadura|gualdrapeo
aanort,4,ratona|anotar|tanora|atanor
aciss,2,sisca|casis
acery,2,yacer|carey
aacenor,2,coreana|canoera
alop,3,pola|palo|lapo
aeelrst,3,estelar|esteral|resalte
aaegnorrt,2,tragonear|arrogante
aabinno,2,abanino|baniano
eefrt,2,frete|trefe
aahmorr,2,ahormar|moharra
aacmort,2,matraco|tracoma
acoort,3,corota|cortao|caroto
eilopt,2,pleito|pilote
aamnorst,2,trasmano|nostrama
cioprtó,2,trópico|pórtico
denoors,2,serondo|endorso
achnor,3,rancho|anchor|roncha
abior,2,bario|boira
afgor,3,grofa|fogar|froga
aegnr,3,negar|renga|negra
aceloorr,2,colorear|coralero
abceelllou,2,cabelluelo|bellacuelo
abest,2,baste|tabes
achim,2,micha|machi
aaehrt,2,hatera|hatear
aagju,3,aguja|guaja|jagua
aacorst,3,acostar|caostra|castora
ooorst,2,toroso|rotoso
ailnor,3,orinal|norial|liorna
adeelor,2,oledera|leedora
aacirs,3,saciar|arisca|sarcia
aacciinost,2,accionista|oscitancia
aachir,2,chaira|achira
adeioprstz,2,despotizar|prestadizo
aaaemnrñ,2,mañanear|mañanera
acfiinort,2,notificar|tonificar
giilnot,2,lignito|tilingo
aeeiimnnort,2,reinamiento|enriamiento
aceinn,2,nicena|encina
aeennortv,2,renovante|ventanero
aadeopr,3,pareado|aperado|apeador
aadgrr,3,gradar|dragar|gardar
aaegnrtu,2,guantera|enguatar
abddeiors,2,sobriedad|desabrido
acdeeehrr,2,adherecer|derechera
adeinov,2,avenido|enviado
aeirst,2,tisera|estira
enopr,2,perno|poner
acdelor,3,celador|caldero|declaro
aaacemnorr,2,macarronea|camaronera
aaceprt,2,aceptar|carpeta
ailoosv,2,olivosa|valioso
aagmor,2,amargo|moraga
aacmrú,2,múcara|camarú
aacdhmnor,2,manchador|mandracho
ceeort,3,erecto|corete|cerote
aefsu,2,efusa|fuesa
aeegnrt,5,entrega|regante|argente|regenta|negreta
aefllru,2,fuellar|fullera
adeelt,2,deleta|delate
accmou,2,macuco|cocuma
agoru,2,guaro|oruga
aailnptu,2,plautina|pilatuna
aaegmnr,2,remanga|germana
aaacdemorr,2,recamadora|marceadora
aacein,2,cianea|acenia
aaciopr,2,caraipo|acopiar
aaabcdor,3,acabador|acobrada|abarcado
acert,7,certa|creta|terca|cetra|trace|recta|catre
aacfilmé,2,famélica|maléfica
acinorv,2,invocar|corvina
accirtí,2,cítrica|crítica
aacotñ,2,tacaño|cañota
eiimoorrt,2,ermitorio|meritorio
aacelorrtu,2,cuarterola|caratulero
abilr,7,libar|libra|birla|rabil|baril|brial|abril
aals,2,lasa|sala
aeenrtx,2,externa|exentar
aaelmns,2,ensalma|semanal
aaaeprst,2,separata|repasata
aaceilrv,2,varicela|acevilar
aertt,3,tetar|tetra|treta
aadmnó,2,nómada|mónada
enoosv,2,nevoso|venoso
aemprsu,2,espumar|suprema
aabinrt,2,britana|trabina
eemoprt,2,tempero|empetro
aaadgrs,3,sargada|rasgada|sagrada
aabegln,2,bengala|ganable
aaacdv,2,vacada|cavada
aaabdlnr,3,ablandar|barandal|balandra
adeenrsv,2,desnevar|desvenar
aceinrsu,2,ensuciar|sinecura
acehilt,2,tichela|chilate
aacerrtu,4,creatura|cuartear|cuartera|recuarta
aglno,3,longa|nogal|anglo
aelmopr,2,plomear|palmero
acinrt,3,cintar|trinca|cintra
aceilr,3,alicer|recial|cairel
acdeors,4,escodar|descaro|cerdosa|secador
abrru,2,rubra|burra
aadflors,2,sofaldar|falsador
enoorrt,3,retorno|tronero|tornero
aacdhorru,2,achurador|horcadura
acmorá,2,cáramo|cámaro
aacch,2,chaca|cacha
ceelr,2,recel|recle
aadlorst,2,traslado|saltador
aabcehorrr,2,borrachera|borrachear
aaceinrt,2,terciana|cetarina
eelooprst,2,estoperol|postelero
aagl,2,alga|gala
aadiimnotv,2,inmotivada|dominativa
aaadglorr,2,alargador|garladora
aclnrí,2,carlín|clarín
aabiilnst,2,balanitis|silbatina
aaabdlo,3,alobada|abalado|alabado
aborrr,2,borrar|robrar
aacdlo,2,colada|calado
aabdejor,2,abordaje|rebajado
aegmot,2,gameto|mogate
aaaooprrrsstz,2,zarrapastroso|zaparrastroso
adeirrst,2,disertar|distraer
adimorru,2,rumiador|modurria
aacmnor,2,monarca|cormana
abcerstu,2,brutesca|bruscate
aaddgor,2,gradado|dragado
aacdelor,5,coradela|lacerado|coladera|caladero|celadora
acilrs,2,riscal|clisar
aeinr,3,naire|erina|reina
aabcirr,2,barrica|acribar
almo,6,mola|malo|amol|olma|loma|almo
aaabcenrt,2,cebratana|cerbatana
aillors,2,sarillo|rosilla
aeeginnrst,2,negrestina|resignante
aacdenor,4,cenadora|corneada|encarado|adocenar
aaadmmor,2,amormada|mamadora
aeimnor,2,armenio|animero
aijor,2,raijo|arijo
aeinorv,2,naviero|vainero
aaborrt,2,tabarro|abortar
aacefinors,2,facinerosa|caneforias
acossu,2,sucosa|ascuso
aeinrñ,2,niñear|niñera
gmnruó,2,murgón|mugrón
acdeeorrt,3,recetador|atordecer|torcedera
aeglno,2,galeno|gonela
aaeejnrz,2,enjaezar|jerezana
aeilmrz,2,almirez|rezmila
aaeillprs,2,asperilla|aspillera
aaeglrí,3,galería|regalía|alegría
abdelorr,2,robredal|redoblar
ceoort,4,ceroto|rocote|cotero|troceo
aadeemnnort,2,mantenedora|ornadamente
agiort,2,ortiga|garito
aaaccir,2,acracia|arcaica
aadeimnp,2,pandemia|empinada
aaaimnt,2,amianta|anamita
aacelmor,3,macarelo|caramelo|camalero
acenorstt,2,contestar|contraste
aaacclrñ,2,calcañar|carcañal
aaceeiimnoprt,2,aparecimiento|apreciamiento
aadfior,3,fiadora|foraida|faradio
aaceimnnrt,2,carminante|carmentina
aaaaclnpr,2,palacrana|apalancar
aimrrt,2,ritmar|mitrar
ceiijopru,2,perjuicio|prejuicio
aacchno,2,chacona|cachano
ailnostu,2,lusitano|insoluta
aadeprs,2,presada|espadar
acimorrtí,2,arrítmico|tricromía
aaddenorrr,2,arrendador|arredondar
aadn,2,anda|nada
irrstu,2,surtir|rustir
adeeeeimnnrtt,2,ardientemente|retenidamente
agmru,2,mugar|murga
aabjort,2,trabajo|batojar
adeirsñ,2,desiñar|diseñar
acdnoor,2,cornado|coronda
aadgilnru,2,guirlanda|guirnalda
ceru,2,cuer|urce
aacehnotv,2,anchoveta|ochentava
aacelrr,4,clarear|lacerar|carlear|recalar
acegr,2,cegar|greca
aceeiimnnorst,2,enriscamiento|escarnimiento
aacerz,3,zacear|careza|acezar
adeilrr,2,delirar|redilar
aacetz,2,azteca|zacate
acdehor,2,hacedor|echador
aborz,3,brazo|zarbo|broza
aaelprt,2,parleta|platear
adejoru,2,ojeruda|orejuda
aeilnors,2,lesionar|salinero
aceopt,3,copeta|acepto|capote
aagjru,2,jaguar|agujar
aabdlnró,2,baladrón|albardón
aaacddelr,2,calderada|declarada
adeelnort,2,tendalero|delantero
adiln,3,linda|nilad|nidal
aceilnrr,2,carneril|reclinar
aenst,2,antes|tensa
afilnoru,3,friulano|fluorina|frailuno
aacelorrr,2,carralero|corralera
ceeoprrt,2,receptor|torpecer
aegimn,3,imagen|enigma|nemiga
aabdorz,2,brazado|zaborda
aalors,2,alosar|asolar
eeoprst,2,respeto|reposte
egilop,2,pielgo|pliego
aegiorst,2,grietosa|trasiego
aeoprrs,2,opresar|reposar
aaceirrs,2,arricesa|escariar
afllo,2,fallo|folla
abeilrt,3,libreta|baritel|liberta
aacorrrs,2,arroscar|socarrar
aarst,2,tasar|sarta
eglos,2,glose|goles
aaciv,2,avica|cavia
aeiloprt,3,pilatero|pilotear|pelotari
amru,2,mura|ruma
aacerrv,2,acervar|recavar
aacdeimno,2,macedonia|demoniaca
aemorrt,3,tormera|matrero|mortera
coost,2,costo|tosco
aaacemnr,2,macarena|camerana
aaaprt,3,atapar|parata|tapara
aceeopprrt,2,perceptora|preceptora
ciinopsó,2,posición|sinópico
aaprz,4,praza|rapaz|zapar|zarpa
dfiorsu,2,difusor|sufrido
ddeeenort,3,tendedero|detenedor|redondete
acdo,3,coda|cado|doca
aaffgilooorttí,2,fotolitografía|litofotografía
aaciot,2,coaita|acoita
acdeeorrr,2,corredera|cerradero
aaacdjnor,2,rancajado|jacarando
aacgitu,2,catigua|ciguata
aceorrrt,3,rectorar|recortar|retrocar
aaceerrtí,3,acetrería|retacería|recatería
loor,4,olor|loor|orlo|loro
alo,2,ola|loa
aalrtí,2,latría|altaír
adeloor,2,loadero|oledora
aerrt,2,retar|traer
aaddeiors,2,desairado|asediador
agils,2,silga|sigla
aacelt,3,alacet|caleta|catela
aegorr,2,erogar|groera
abeoqru,4,boquera|boquear|baquero|barqueo
deeeorrv,2,reveedor|veredero
eioss,2,siseo|sieso
aaaeglrr,3,algarear|agalerar|algarera
accfiiinnotó,3,anfictiónico|tonificación|notificación
aaddilot,3,atildado|datilado|dilatado
acfino,2,afinco|cofina
aabdenr,3,bandear|baderna|bandera
deruz,2,durez|rudez
amoy,2,mayo|moya
cdeioors,3,coroides|escordio|recosido
aaabinst,2,basanita|sabatina
aefoprrt,2,proferta|profetar
aceenstu,2,encuesta|encauste
aeoptz,2,zapote|pazote
aaceilnoprt,2,placentario|porcelanita
acelr,5,racel|lacre|caler|carel|celar
aorr,2,raro|orar
aaceijmn,2,majencia|mejicana
aaccilr,2,arcacil|cicalar
aaceilmnnoos,2,malenconiosa|melanconiosa
coorsu,2,ocurso|oscuro
aceinors,4,arenisco|cesarino|escarnio|censoria
acchlor,2,choclar|colchar
aagmn,2,manga|magna
aacflu,2,faluca|faucal
aaptuy,2,tupaya|tapuya
aabelorstu,2,abuelastro|trasabuelo
abdilnr,2,blandir|blindar
aalrst,5,sartal|lastra|lastar|saltar|astral
acdiilort,2,docilitar|licitador
adimoortv,2,vomitador|motivador
aaccelnr,2,encalcar|cancelar
aotz,2,toza|zato
aeeopstñ,2,pestañeo|estopeña
deooprí,2,poderío|período
aceeffgiilmnooortttá,2,litofotográficamente|fotolitográficamente
agiilnor,2,original|lignario
aalmt,3,talma|malta|tamal
aiirst,2,sitiar|risita
agmnoo,2,mogona|monago
aelrst,2,lastre|rastel
aceennrrt,2,encentrar|entrencar
aaddgorru,2,graduador|guardador
aenrst,2,tensar|sentar
aceellmor,2,amollecer|camellero
aaeeglnr,2,generala|realenga
aaadegnrt,2,adragante|argentada
achoñ,2,chaño|ñocha
aaajmnor,2,majorana|amanojar
aaejl,2,aleja|jalea
acdeiprs,2,despicar|pedrisca
adlors,2,dorsal|soldar
aceeiorst,2,cerasiote|asceterio
aceeeinnrt,2,retenencia|renaciente
aaimnor,2,mariano|mariona
adegorru,2,droguera|reguardo
adegiorru,2,guaridero|aguerrido
aeglnu,2,lengua|luenga
cdeo,2,cedo|doce
aaennr,2,nanear|renana
aaadlz,2,alzada|lazada
aaagmr,3,amagar|garama|amarga
abdeemor,2,embreado|embeodar
aaelmrst,3,maestral|malestar|esmaltar
aglorr,2,lograr|largor
cdjoou,2,codujo|cojudo
aaaelnrtv,2,avalentar|alevantar
abdor,3,borda|bardo|robda
aimrstu,2,musitar|mistura
aabllor,2,abollar|laboral
aaceerss,2,escasera|escasear
aacdlmoruu,2,cumuladora|acumulador
aaemnorr,4,amenorar|enamorar|ramonear|romanear
acdenrsu,2,secundar|desnucar
aaegilmrr,2,lagrimear|milagrera
ceeemrr,2,merecer|remecer
aglnoru,2,languor|longura
abmorsu,3,brumosa|umbrosa|rumbosa
aeefiimnnort,2,refinamiento|enfriamiento
aeelrv,3,elevar|relave|velera
aacgilmortí,2,logarítmica|algorítmica
actu,2,cuta|tuca
aehmru,2,humera|humear
aaenoprst,3,espartano|aposentar|anteposar
adrsu,2,drusa|sudar
aagilr,3,argila|aligar|raigal
aademorr,3,remadora|mareador|ermadora
abiors,2,sobria|briosa
aadioprst,2,parodista|disparato
aceejnor,3,oncejera|encajero|conejera
agloos,2,algoso|golosa
aacdeor,2,careado|acerado
bceorru,2,brucero|ceburro
adno,3,dona|nado|onda
aafr,3,afra|fara|rafa
aciors,2,arisco|irasco
adeeiimnoprstt,2,despartimiento|destripamiento
aabegrr,2,garbera|garbear
aaeelmntt,3,latamente|manteleta|altamente
aenrrtu,3,enturar|ternura|reuntar
abcdeelorr,2,recordable|celebrador
abeiinst,2,estibina|bisnieta
aejrst,2,jertas|jastre
aciimnost,3,misticona|actinismo|masticino
acdeorstu,2,estucador|seductora
aejt,2,teja|jeta
aadopt,3,tapado|potada|topada
eefj,2,feje|jefe
agirt,3,tigra|grita|triga
aadgors,4,sagrado|rasgado|gradosa|sargado
aacdiloz,2,coladiza|zodiacal
almos,3,salmo|molsa|maslo
aarstu,2,atusar|tarusa
aalmp,3,ampla|lampa|palma
aaadelmn,2,alemanda|almenada
abloot,2,oblato|lobato
adimort,2,mitrado|timador
aadeoprrt,4,apretador|portadera|porretada|trepadora
eorst,4,estro|resto|toser|terso
ailot,2,talio|ilota
achlno,2,lancho|loncha
aachlr,3,charla|charal|chalar
aceiiorst,2,asciterio|cestiario
abdnou,2,abundo|nubado
aceellrt,2,calletre|tallecer
aaegnr,2,anegar|arenga
ceeinoprt,2,epicentro|pernicote
aceirv,2,varice|cierva
aadegilmr,2,dermalgia|remilgada
aailnort,2,notarial|talionar
einorrt,2,tirreno|terrino
adeiioprst,2,espiritado|periodista
abruz,3,bruza|zurba|buzar
aaachlorr,2,acharolar|calahorra
aaachrt,2,charata|achatar
